0.0 50.00000000000001 1.3127227215535302e-06 2.6254454166263486e-08 
0.01 49.99880939427091 -0.3450494969873531 -0.006901044715989576 
0.02 49.98095224073451 -1.3800047497761947 -0.027603600329339437 
0.03 49.903615372933814 -3.103090831718046 -0.0621017261091609 
0.04 49.695757168264876 -5.507424032381913 -0.11037243841345701 
0.05 49.25917108008886 -8.575200551573472 -0.17235609738663846 
0.06 48.47113147001205 -12.269857945649429 -0.24792935733574442 
0.07 47.18966972990248 -16.526798564319265 -0.33687140920541087 
0.08 45.26257593119336 -21.243804275593025 -0.43882499716729356 
0.09 42.540940622464035 -26.272958930431667 -0.5532547134502783 
0.1 38.8972944433921 -31.416563863696094 -0.679406311527075 
0.11 34.24710797510183 -36.429872293699674 -0.8162720169915857 
0.12 28.570732821589854 -41.03307478170457 -0.9625677038152805 
0.13 21.931266914089196 -44.933501216086015 -1.1167278878170919 
0.14 14.483066584265709 -47.85646019411533 -1.2769233456168831 
0.15 6.4664725827588 -49.58008402914092 -1.4411036044862762 
0.16 -1.8129265378684731 -49.9671221641612 -1.6070628069902269 
0.17 -10.018078232855158 -48.986101176943286 -1.7725232818753813 
0.18 -17.82090086758435 -46.71633003841948 -1.9352276447228351 
0.19 -24.940799630995045 -43.33539562237075 -2.0930284671649306 
0.2 -31.17332966972155 -39.09249950204933 -2.243965068175126 
0.21 -36.40422068530113 -34.27437404638479 -2.3863196265574578 
0.22 -40.608221187041934 -29.171430750556 -2.518648754910343 
0.23 -43.835863690709964 -24.050302586520694 -2.639790780653185 
0.24 -46.19318629705813 -19.13607952825087 -2.74885226939867 
0.25 -47.81951298520709 -14.604594409705845 -2.8451792695020477 
0.26 -48.86716589313246 -10.583009853561741 -2.9283193217501498 
0.27 -49.485269191638004 -7.1559858175848845 -2.99797978506559 
0.28 -49.808253635342865 -4.374685107055764 -3.053986935605846 
0.29 -49.9486076867258 -2.2664046739299435 -3.0962490236196 
0.3 -49.99288748840173 -0.8433270775231283 -3.1247253122371856 
0.31 -49.999880050519494 -0.10952132397739947 -3.1394022253585074 
0.32 -49.9999567350674 -0.06577596210275054 -3.1402771339682127 
0.33 -49.994928738406465 -0.7121098416148458 -3.127349975231857 
0.34 -49.95804254958274 -2.04792201954321 -3.1006227526068844 
0.35000000000000003 -49.83409370608965 -4.069779413707635 -3.060106918720894 
0.36 -49.53997807486229 -6.766873156932913 -3.005838602262109 
0.37 -48.96632931774318 -10.114276697885972 -2.9379015117394003 
0.38 -47.981175788204894 -14.06437947359004 -2.856457042499453 
0.39 -46.43671572678475 -18.537298413592758 -2.761780551986966 
0.4 -44.180233230543124 -23.41168493891428 -2.654301909040077 
0.41000000000000003 -41.06970466502202 -28.51805320685192 -2.5346472906371886 
0.42 -36.993651363295974 -33.63732686783783 -2.4036779276977893 
0.43 -31.893294623455603 -38.507372774958064 -2.2625203641022655 
0.44 -25.78334640853554 -42.839456672270316 -2.112582197972419 
0.45 -18.766434100833546 -46.344589232406875 -1.955547682524523 
