Time:,Body1,x,y,phi(r),phi(d),dx/dt,dy/dt,dphi/dt(r),dphi/dt(d),d2x/dt2,d2y/dt2,d2phi/dt2(r),d2phi/dt2(d),Point1,x,y,dx/dt,dy/dt,Point2,x,y,dx/dt,dy/dt,Lam1,x,y,Kin1,-,Pot1,-,TotKin,TotPot,Total,,
Time:,Link002,-,-,-,-,-,-,-,-,-,-,-,-,Link001-{PointO},-,-,-,-,Link001-{PointA},-,-,-,-,Link002,-,-,Link002,-,Link002,-,,,,,
0,0,0.01,L,5.00E-01,-3.66E-04,0.00073253,0.041970885,-5.37E-05,-7.33E-02,0.146535117,8.395843733,-0.01610334,-7.32674443,14.65350852,839.5841931,L,0.00E+00,-2.95E-16,-2.12E-16,-2.54E-14,L,1.00E+00,-7.33E-04,-1.07E-04,-1.47E-01,L,-0.000859383,-2002.197701,L,0.002897599,L,-0.002897024,0.002897599,-0.002897024,5.75E-07
0.61,-,-0.30452949,-0.39656247,2.225669909,127.5214924,-1.91191382,1.46820286,4.821217308,276.2354039,10.61778689,6.49987093,0.924853396,11.35643237,-,2.27E-14,-9.88E-14,-1.09E-12,7.60E-13,-,-0.60905898,-0.79312493,-3.82382764,2.93640571,-,-8298.281389,-13971.20583,-,0.136666137,-,-3.136665562,3.136666137,-3.136665562,5.75E-07,,
0.62,-,-0.32311361,-0.38157253,2.273426631,130.257751,-1.80454017,1.52807514,4.729219321,270.9643075,10.83990301,5.47434231,0.469498677,42.56230828,-,1.19E-13,1.97E-13,2.55E-12,-1.47E-12,-,-0.64622722,-0.76314505,-3.60908034,3.05615027,-,-8560.943032,-13150.37469,-,0.018101156,-,-3.01810058,3.018101156,-3.01810058,5.75E-07,,
0.63,-,-0.34061458,-0.36603512,2.320236668,132.9397686,-1.69545022,1.57770397,4.631933181,265.3902223,10.96172832,4.45306116,0.982399937,71.94938579,-,-3.01E-15,-6.19E-14,1.04E-13,5.09E-13,-,-0.68122916,-0.73207024,-3.39090043,3.15540794,-,-8740.031524,-12323.5082,-,0.895205885,-,-2.895205309,2.895205885,-2.895205309,5.75E-07,,
0.64,-,-0.35702017,-0.35005228,2.366048733,135.5646065,-1.58562424,1.61718653,4.52967836,259.5314526,10.98800151,3.44679473,0.463198983,99.49714193,-,3.21E-14,-2.58E-14,-2.26E-13,6.95E-13,-,-0.71404034,-0.70010456,-3.17124848,3.23437307,-,-8838.257225,-11500.06639,-,0.76878741,-,-2.768786835,2.76878741,-2.768786835,5.75E-07,,
0.65,-,-0.37232771,-0.33372456,2.410814745,138.1295101,-1.47598912,1.64672223,4.422776499,253.4064271,10.92462579,2.46519806,0.911817372,25.20108222,-,1.86E-13,1.65E-13,1.62E-12,-2.31E-12,-,-0.74465541,-0.66744911,-2.95197824,3.29344446,-,-8859.440858,-10688.73068,-,0.639641015,-,-2.63964044,2.639641015,-2.63964044,5.75E-07,,
0.66,-,-0.38654347,-0.31715003,2.454489843,140.6319089,-1.36740782,1.666601,4.311548695,247.0335434,10.77844625,1.51671117,1.328439164,49.07175257,-,-7.90E-15,-1.91E-14,3.68E-13,3.33E-13,-,-0.77308694,-0.63430007,-2.73481563,3.33320201,-,-8808.342077,-9897.285789,-,0.508542551,-,-2.508541976,2.508542551,-2.508541976,5.75E-07,,
0.67,-,-0.39968202,-0.30042351,2.49703236,143.0694155,-1.26067105,1.67719085,4.196312974,240.4310229,10.55702572,0.60849859,1.713490919,71.13359302,-,-4.91E-14,-5.77E-14,-4.77E-14,1.70E-12,-,-0.79936404,-0.60084701,-2.52134211,3.35438169,-,-8690.479973,-9132.536764,-,0.376241765,-,-2.37624119,2.376241765,-2.37624119,5.75E-07,,
0.68,-,-0.41176543,-0.28363574,2.538403786,145.4398236,-1.15649126,1.67892492,4.077381976,233.6167787,10.26842646,-0.25357189,2.067619583,91.42367086,-,1.16E-13,4.05E-14,2.63E-13,-3.90E-13,-,-0.82353085,-0.56727148,-2.31298253,3.35784985,-,-8511.952322,-8400.260225,-,0.243456633,-,-2.243456058,2.243456633,-2.243456058,5.75E-07,,
0.69,-,-0.42282248,-0.26687291,2.5785687,147.7411037,-1.05549861,1.67228864,3.955060866,226.6082953,9.92100413,-1.06491491,2.391668911,9.990329704,-,2.56E-13,1.05E-13,9.46E-14,-2.89E-12,-,-0.84564496,-0.53374583,-2.11099723,3.34457728,-,-8279.259597,-7705.1873,-,0.110868719,-,-2.110868144,2.110868719,-2.110868144,5.75E-07,,
0.7,-,-0.43288785,-0.25021612,2.61749469,149.9713986,-0.95823905,1.65780701,3.829645491,219.4225237,9.52321877,-1.82218298,2.686655026,26.89178914,-,2.09E-13,8.19E-14,-1.56E-13,-2.60E-12,-,-0.8657757,-0.50043225,-1.9164781,3.31561401,-,-7999.138809,-7051.015066,-,0.979119546,-,-1.979118971,1.979119546,-1.979118971,5.75E-07,,
0.71,-,-0.44200125,-0.23374108,2.655152247,152.1290177,-0.8651741,1.63603261,3.701420777,212.0757887,9.08346672,-2.52319662,2.953741668,42.19472646,-,1.45E-13,6.21E-14,-2.35E-13,-1.88E-12,-,-0.8840025,-0.46748217,-1.73034821,3.27206523,-,-7678.411164,-6440.442554,-,0.848807943,-,-1.848807367,1.848807943,-1.848807367,5.75E-07,,
0.72,-,-0.45020659,-0.21751788,2.691514652,154.21243,-0.77668228,1.60753437,3.570659378,204.5837124,8.60993554,-3.16685491,3.194215616,55.97286879,-,1.85E-13,5.80E-14,-7.17E-13,-2.26E-12,-,-0.90041317,-0.43503577,-1.55336455,3.21506873,-,-7323.846483,-5875.227039,-,0.720488313,-,-1.720487737,1.720488313,-1.720487737,5.75E-07,,
0.73,-,-0.45755114,-0.20161089,2.726557845,156.2202571,-0.69306175,1.57288722,3.437620563,196.9611498,8.11048318,-3.75303168,3.40946273,68.30561999,-,3.18E-13,3.11E-14,-1.86E-12,-3.26E-12,-,-0.91510229,-0.40322178,-1.3861235,3.14577443,-,-6942.046249,-5356.25618,-,0.594669759,-,-1.594669183,1.594669759,-1.594669183,5.75E-07,,
0.74,-,-0.46408481,-0.18607873,2.76026029,158.151265,-0.61453419,1.53266297,3.302549346,189.2221391,7.59254164,-4.28246241,3.600944941,79.2767425,-,2.30E-13,-4.15E-15,-1.05E-12,-1.44E-12,-,-0.92816961,-0.37215746,-1.22906837,3.06532594,-,-6539.346216,-4883.631713,-,0.471815974,-,-1.471815399,1.471815974,-1.471815399,5.75E-07,,
0.75,-,-0.46985931,-0.17097435,2.792602826,160.0043558,-0.54124937,1.48742226,3.16567583,181.3798644,7.06304405,-4.75662649,3.770178486,88.9731104,-,-8.41E-14,6.92E-14,1.76E-12,1.31E-12,-,-0.93971862,-0.3419487,-1.08249875,2.97484452,-,-6121.73866,-4456.760616,-,0.352345817,-,-1.352345242,1.352345817,-1.352345242,5.75E-07,,
0.76,-,-0.47492755,-0.15634519,2.823568516,161.7785591,-0.47329048,1.4377077,3.027214772,173.4466301,6.52837398,-5.17762865,3.918713607,97.48354593,-,-7.30E-14,1.25E-13,8.76E-13,1.94E-13,-,-0.94985511,-0.31269039,-0.94658096,2.87541541,-,-5694.813651,-4074.450087,-,0.236634474,-,-1.236633899,1.236634474,-1.236633899,5.75E-07,,
0.77,-,-0.47934295,-0.14223338,2.853142495,163.4730233,-0.41067973,1.38403822,2.887365334,165.4338476,5.99433496,-5.54808292,4.048115844,4.897747993,-,3.00E-13,-7.63E-14,-2.89E-12,-1.69E-12,-,-0.95868591,-0.28446676,-0.82135945,2.76807645,-,-5263.718169,-3735.003129,-,0.125015115,-,-1.125014539,1.125015115,-1.125014539,5.75E-07,,
0.78,-,-0.48315887,-0.12867597,2.881311808,165.0870061,-0.35338424,1.32690453,2.746311017,157.3520305,5.46613776,-5.87100193,4.159949035,11.30531785,-,9.37E-14,5.43E-15,3.39E-13,3.68E-14,-,-0.96631774,-0.25735195,-0.70676849,2.65380906,-,-4833.131488,-3436.312076,-,0.017780954,-,-1.017780379,1.017780954,-1.017780379,5.75E-07,,
0.79,-,-0.48642809,-0.1157053,2.908065261,166.619866,-0.30132203,1.26676563,2.604219757,149.210801,4.9484031,-6.14969329,4.255760041,16.79488409,-,-4.38E-14,1.27E-13,1.95E-12,3.96E-13,-,-0.97285617,-0.2314106,-0.60264406,2.53353127,-,-4407.254961,-3175.947909,-,0.915187627,-,-0.915187052,0.915187627,-0.915187052,5.75E-07,,
0.8,-,-0.48920234,-0.10334926,2.933393257,168.0710533,-0.25436776,1.20404641,2.461244164,141.018903,4.44517725,-6.3876647,4.337065199,21.45332649,-,-2.29E-14,1.37E-13,1.67E-12,1.34E-13,-,-0.97840468,-0.20669852,-0.50873552,2.40809282,-,-3989.814212,-2951.243753,-,0.817455801,-,-0.817455226,0.817455801,-0.817455226,5.75E-07,,
0.81,-,-0.49153193,-0.09163167,2.957287656,169.4401015,-0.21235841,1.139136,2.317521887,132.7842231,3.95995788,-6.58853853,4.405338461,25.36509625,-,1.28E-14,1.18E-13,1.33E-12,-2.71E-14,-,-0.98306386,-0.18326335,-0.42471681,2.278272,-,-3584.071672,-2759.371406,-,0.724773941,-,-0.724773366,0.724773941,-0.724773366,5.75E-07,,
0.82,-,-0.49346534,-0.08057266,2.979741618,170.7266188,-0.17509858,1.07238709,2.17317609,124.5138181,3.49572792,-6.75597631,4.462001132,28.61162819,-,3.73E-14,9.88E-14,1.22E-12,-1.26E-13,-,-0.98693069,-0.16114533,-0.35019717,2.14477418,-,-3192.847451,-2597.410212,-,0.637301173,-,-0.637300597,0.637301173,-0.637300597,5.75E-07,,
0.83,-,-0.49504899,-0.070189,3.000749466,171.9302798,-0.14236548,1.0041158,2.028316026,116.2139478,3.05499521,-6.89361311,4.508413121,31.27083929,-,8.52E-14,3.33E-14,6.17E-13,-7.94E-14,-,-0.99009798,-0.140378,-0.28473095,2.00823161,-,-2818.546639,-2462.407947,-,0.555170173,-,-0.555169598,0.555170173,-0.555169598,5.75E-07,,
0.84,-,-0.49632693,-0.06049448,3.020306546,173.0508179,-0.11391339,0.93460231,1.883037685,107.890112,2.63983598,-7.00500154,4.545865578,33.41670699,-,1.18E-13,-1.95E-14,-3.36E-14,1.38E-13,-,-0.99265385,-0.12098897,-0.22782678,1.86920461,-,-2463.191267,-2351.433714,-,0.478490042,-,-0.478489467,0.478490042,-0.478489467,5.75E-07,,
0.85,-,-0.49734065,-0.05150028,3.038409104,174.0880181,-0.08947784,0.86409184,1.737424516,99.54709199,2.25194045,-7.09356484,4.575574798,35.11891992,-,1.13E-13,1.27E-15,-3.86E-14,1.81E-13,-,-0.9946813,-0.10300055,-0.17895568,1.72818367,-,-2128.455366,-2261.623094,-,0.40734911,-,-0.407348535,0.40734911,-0.407348535,5.75E-07,,
0.86,-,-0.49812894,-0.04321526,3.05505416,175.0417096,-0.06877917,0.79279622,1.591548202,91.18899485,1.89265903,-7.16255827,4.598677259,36.44259342,-,9.74E-14,4.11E-14,5.82E-13,-2.15E-13,-,-0.99625788,-0.08643052,-0.13755834,1.58559244,-,-1815.701722,-2190.21599,-,0.341817642,-,-0.341817067,0.341817642,-0.341817067,5.75E-07,,
0.87,-,-0.49872772,-0.03564636,3.070239395,175.9117594,-0.05152573,0.72089569,1.445469475,82.81930032,1.56304801,-7.21503799,4.61622565,37.44804216,-,1.21E-13,-1.94E-14,-1.31E-14,3.15E-13,-,-0.99745544,-0.07129273,-0.10305146,1.44179139,-,-1526.019155,-2134.58775,-,0.28195041,-,-0.281949835,0.28195041,-0.281949835,5.75E-07,,
0.88,-,-0.49916994,-0.02879886,3.083963045,176.6980667,-0.0374166,0.64854104,1.299238973,74.44090974,1.26391362,-7.25383663,4.629185767,38.19060214,-,1.10E-13,2.82E-14,4.50E-13,-1.95E-13,-,-0.99833987,-0.05759771,-0.0748332,1.29708207,-,-1260.259332,-2092.274232,-,0.227789111,-,-0.227788536,0.227789111,-0.227788536,5.75E-07,,
0.89,-,-0.49948551,-0.02267664,3.096223807,177.4005566,-0.02614386,0.5758559,1.152898122,66.05619659,0.99585371,-7.28154447,4.638434137,38.72049474,-,1.19E-13,5.46E-15,2.23E-13,1.32E-13,-,-0.99897101,-0.04535328,-0.05228772,1.1517118,-,-1019.0723,-2060.991542,-,0.179364605,-,-0.179364029,0.179364605,-0.179364029,5.75E-07,,
0.9,-,-0.49970123,-0.01728251,3.107020751,178.0191759,-0.0173945,0.50293931,1.006480034,57.66705813,0.75929649,-7.30049544,4.644756261,39.08272577,-,1.23E-13,-5.28E-15,2.28E-13,1.76E-13,-,-0.99940245,-0.03456502,-0.034789,1.00587861,-,-802.9401054,-2038.651182,-,0.13669896,-,-0.136698384,0.13669896,-0.136698384,5.75E-07,,
0.91,-,-0.49984075,-0.01261837,3.116353237,178.553888,-0.01085193,0.42986826,0.86001043,49.27496796,0.55453571,-7.31275709,4.648845347,39.3170131,-,1.24E-13,4.00E-15,3.04E-13,-6.31E-15,-,-0.9996815,-0.02523674,-0.02170386,0.85973652,-,-612.2079932,-2023.371333,-,0.099807302,-,-0.099806727,0.099807302,-0.099806727,5.75E-07,,
0.92,-,-0.49992456,-0.00868546,3.124220852,179.0046691,-0.00619715,0.35670045,0.71350856,40.88102915,0.38176217,-7.32012366,4.65130144,39.45773687,-,1.27E-13,4.58E-15,3.06E-13,-1.27E-14,-,-0.99984911,-0.01737093,-0.01239431,0.7134009,-,-447.112822,-2013.484965,-,0.06869945,-,-0.068698874,0.06869945,-0.068698874,5.75E-07,,
0.93,-,-0.49996992,-0.00548454,3.130623347,179.371505,-0.00310967,0.28347702,0.566988146,32.4860278,0.2410911,-7.32411152,4.652630861,39.53390708,-,1.31E-13,3.13E-15,2.99E-13,3.89E-14,-,-0.99993984,-0.01096909,-0.00621934,0.56695403,-,-307.8084201,-2007.545426,-,0.043381328,-,-0.043380752,0.043381328,-0.043380752,5.75E-07,,
0.94,-,-0.4999909,-0.00301602,3.135560584,179.6543879,-0.00126811,0.21022533,0.420458314,24.09048685,0.13258542,-7.32595645,4.653245859,39.56914391,-,1.34E-13,4.26E-15,2.99E-13,6.99E-14,-,-0.99998181,-0.00603203,-0.00253622,0.42045066,-,-194.3876976,-2004.330085,-,0.023856173,-,-0.023855597,0.023856173,-0.023855597,5.75E-07,,
0.95,-,-0.49999836,-0.00128008,3.1390325,179.853314,-0.00035064,0.13696182,0.27392454,15.69472003,0.05627474,-7.32661215,4.653464426,39.58166688,-,1.37E-13,4.86E-15,3.04E-13,-6.51E-15,-,-0.99999672,-0.00256015,-0.00070129,0.27392364,-,-106.9013926,-2002.842546,-,0.010125507,-,-0.010124931,0.010125507,-0.010124931,5.75E-07,,
0.96,-,-5.00E-01,-2.77E-04,3.141039071,179.9682821,-3.53E-05,6.37E-02,0.127389591,7.298885912,0.01217001,-7.32674949,4.653510204,39.58428971,-,1.40E-13,4.75E-15,3.04E-13,1.33E-15,-,-1.00E+00,-5.54E-04,-7.05E-05,1.27E-01,-,-45.37337649,-2002.313864,-,0.002189892,-,-0.002189317,0.002189892,-0.002189317,5.75E-07,,
0.97,-,-5.00E-01,-6.18E-06,3.141580292,179.9992917,1.18E-07,-9.57E-03,0.01914553,0.096958047,2.74E-04,-7.33E+00,4.653512448,39.5844183,-,1.43E-13,4.99E-15,3.04E-13,1.29E-15,-,-1.00E+00,-1.24E-05,2.37E-07,-1.91E-02,-,-9.812476993,-2002.203133,-,9.46E-01,-,-4.89E-05,4.95E-05,-4.89E-05,5.75E-07,,
0.98,-,-5.00E-01,-4.68E-04,3.140656161,179.9463429,7.76E-05,-8.28E-02,0.16568064,0.492801399,0.02058648,-7.32673695,4.653506023,39.58405019,-,1.46E-13,5.11E-15,3.04E-13,-5.53E-15,-,-1.00E+00,-9.36E-04,1.55E-04,-1.66E-01,-,-0.220798735,-2002.197704,-,0.003704234,-,-0.003703659,0.003704234,-0.003703659,5.75E-07,,
0.99,-,-0.49999723,-0.00166298,3.13826668,179.8094357,0.00051921,-0.15610685,0.312215433,7.888626627,0.07310739,-7.32651307,4.6534314,39.57977458,-,1.49E-13,3.86E-15,3.06E-13,-5.22E-14,-,-0.99999447,-0.00332597,0.00103842,-0.31221371,-,-16.59853338,-2002.213246,-,0.013154175,-,-0.0131536,0.013154175,-0.0131536,5.75E-07,,
1,-,-0.49998711,-0.00359037,3.134411858,179.5885707,0.00164708,-0.22936836,0.458748538,6.284355069,0.15783253,-7.32562284,4.653134655,39.56277236,-,1.52E-13,7.71E-15,2.94E-13,1.04E-13,-,-0.99997422,-0.00718073,0.00329415,-0.45873671,-,-58.94525716,-2002.393752,-,0.02839908,-,-0.028398504,0.02839908,-0.028398504,5.75E-07,,
1.01,-,-0.49996093,-0.0062503,3.129091726,179.2837496,0.00378316,-0.30261464,0.605276569,4.679792831,0.27474726,-7.32332145,4.652367488,39.51881694,-,1.55E-13,-7.58E-16,3.18E-13,-1.01E-13,-,-0.99992186,-0.0125006,0.00756632,-0.60522928,-,-127.2577154,-2003.111529,-,0.049438195,-,-0.04943762,0.049438195,-0.04943762,5.75E-07,,
1.02,-,-0.49990701,-0.00964255,3.122306364,178.894977,0.0072492,-0.37582669,0.751793188,3.074576726,0.42381485,-7.31858139,4.650787266,39.42827688,-,1.58E-13,-1.50E-15,3.29E-13,-1.13E-13,-,-0.99981403,-0.01928509,0.0144984,-0.75165337,-,-221.5240947,-2004.967102,-,0.076269632,-,-0.076269057,0.076269632,-0.076269057,5.75E-07,,
1.03,-,-0.49981044,-0.01376662,3.114055934,178.4222622,0.01236639,-0.4489738,0.898288158,1.468120252,0.60496071,-7.31009338,4.647957134,39.26612224,-,1.62E-13,-5.00E-15,3.48E-13,-1.37E-13,-,-0.99962089,-0.02753324,0.02473278,-0.89794761,-,-341.714786,-2008.788929,-,0.108889557,-,-0.108888982,0.108889557,-0.108888982,5.75E-07,,
1.04,-,-0.49965311,-0.01862166,3.104340722,177.8656216,0.01945491,-0.52201079,0.044746405,9.859559666,0.81805229,-7.29626809,4.643346238,39.0019374,-,1.66E-13,-1.38E-14,3.79E-13,-1.70E-13,-,-0.99930623,-0.03724332,0.03890982,-1.04402159,-,-487.769649,-2015.632673,-,0.14729115,-,-0.147290574,0.14729115,-0.147290574,5.75E-07,,
1.05,-,-0.49941371,-0.02420626,3.093161197,177.2250819,0.02883322,-0.59487518,0.191147076,8.247700229,1.06287469,-7.27523937,4.636330124,38.59994368,-,1.65E-13,7.42E-15,2.02E-13,1.57E-13,-,-0.99882743,-0.04841253,0.05766644,-1.18975037,-,-659.5818026,-2026.779769,-,0.191463353,-,-0.191462777,0.191463353,-0.191462777,5.75E-07,,
1.06,-,-0.49906776,-0.03051831,3.080518064,176.5006838,0.0408171,-0.66748447,0.337462609,6.630962745,1.33910222,-7.24486926,4.626191369,38.01903581,-,1.68E-13,1.19E-14,2.43E-13,6.84E-14,-,-0.99813553,-0.06103663,0.08163421,-1.33496895,-,-856.9779901,-2043.734876,-,0.241389392,-,-0.241388816,0.241389392,-0.241388816,5.75E-07,,
1.07,-,-0.49858765,-0.03755475,3.066412345,175.6924856,0.0557184,-0.73973345,0.483657806,5.007330553,1.64626591,-7.20275574,4.612120546,37.21283704,-,1.82E-13,-3.15E-14,4.93E-13,-1.87E-13,-,-0.99717529,-0.07510951,0.11143681,-1.47946691,-,-1079.695606,-2068.22178,-,0.297045087,-,-0.297044511,0.297045087,-0.297044511,5.75E-07,,
1.08,-,-0.49794265,-0.04531135,3.050845454,174.8005684,0.07384341,-0.81149162,0.629688923,3.374297185,1.98371729,-7.14624365,4.593217608,36.12977846,-,1.67E-13,2.40E-14,7.27E-14,1.55E-13,-,-0.9958853,-0.0906227,0.14768681,-1.62298324,-,-1327.356518,-2102.177209,-,0.358396953,-,-0.358396377,0.358396953,-0.358396377,5.75E-07,,
1.09,-,-0.49709904,-0.05378243,3.033819289,173.8250411,0.09549085,-0.88260071,0.775502765,1.728814966,2.35058895,-7.07243995,4.568493796,34.7132084,-,1.87E-13,-2.48E-14,3.24E-13,-2.23E-14,-,-0.99419807,-0.10756485,0.19098169,-1.76520142,-,-1599.437897,-2147.741953,-,0.4254001,-,-0.425399524,0.4254001,-0.425399524,5.75E-07,,
1.1,-,-0.49602013,-0.06296058,3.015336333,172.7660457,0.12094952,-0.95287243,0.921035822,10.06724488,2.74575205,-6.97823381,4.536874195,32.90153866,-,1.96E-13,-2.58E-14,6.09E-13,-1.19E-13,-,-0.99204025,-0.12592115,0.24189905,-1.90574486,-,-1895.240343,-2207.24864,-,0.497995947,-,-0.497995371,0.497995947,-0.497995371,5.75E-07,,
1.11,-,-0.49466642,-0.07283635,2.995399756,171.623764,0.15049545,-1.02208639,0.066213413,18.38530813,3.16777185,-6.86032281,4.497201047,30.62843475,-,1.62E-13,3.39E-14,-1.59E-13,9.38E-14,-,-0.98933284,-0.14567271,0.3009909,-2.04417278,-,-2213.853712,-2283.205464,-,0.576109762,-,-0.576109187,0.576109762,-0.576109187,5.75E-07,,
1.12,-,-0.49299572,-0.08339793,2.974013537,170.3984239,0.18438857,-1.08998835,0.210948884,26.6780398,3.61486173,-6.71524584,4.448237975,27.82305736,-,1.36E-13,5.48E-14,-8.98E-13,8.64E-14,-,-0.98599145,-0.16679587,0.36877714,-2.17997669,-,-2554.121181,-2378.275123,-,0.659648054,-,-0.659647479,0.659648054,-0.659647479,5.75E-07,,
1.13,-,-0.49096335,-0.09463079,2.951182582,169.0903065,0.22286902,-1.15628883,0.355142847,34.93974531,4.08483701,-6.53942387,4.388675224,24.41036312,-,1.52E-13,2.22E-14,-7.85E-13,-6.73E-14,-,-0.98192671,-0.18926157,0.44573803,-2.31257766,-,-2914.60223,-2495.248239,-,0.748495836,-,-0.748495261,0.748495836,-0.748495261,5.75E-07,,
1.14,-,-0.48852233,-0.10651729,2.92691286,167.6997539,0.26615289,-1.22066218,0.498682474,43.16396012,4.57506977,-6.32920911,4.317136078,20.31147197,-,1.52E-13,1.15E-14,-8.95E-13,-2.31E-13,-,-0.97704466,-0.21303458,0.53230578,-2.44132437,-,-3293.535393,-2637.010542,-,0.842513799,-,-0.842513224,0.842513799,-0.842513224,5.75E-07,,
1.15,-,-0.48562366,-0.1190364,2.901211535,166.2271764,0.31442762,-1.28274617,0.641440867,51.3434135,5.0824462,-6.08094354,4.23218457,15.4441091,-,9.11E-14,4.97E-14,-1.79E-12,-6.49E-13,-,-0.97124731,-0.2380728,0.62885523,-2.56549234,-,-3688.801823,-2806.503167,-,0.941535429,-,-0.941534854,0.941535429,-0.941534854,5.75E-07,,
1.16,-,-0.48221662,-0.13216326,2.874087117,164.6730617,0.36784689,-1.3421422,0.783276509,59.46999716,5.60332827,-5.79102707,4.132334619,9.723128332,-,4.27E-14,7.62E-14,-2.01E-12,-1.01E-12,-,-0.96443325,-0.26432652,0.73569379,-2.68428441,-,-4097.89091,-3006.675518,-,0.045364119,-,-1.045363544,1.045364119,-1.045363544,5.75E-07,,
1.17,-,-0.47824918,-0.14586884,2.845549601,163.0379825,0.42652528,-1.3984163,0.924032816,67.53473949,6.13352172,-5.45599564,4.016060699,3.06112344,-,2.05E-13,-3.87E-15,4.66E-13,1.17E-13,-,-0.95649836,-0.29173769,0.85305057,-2.79683261,-,-4517.869365,-3240.430292,-,0.153770328,-,-1.153769753,1.153770328,-1.153769753,5.75E-07,,
1.18,-,-0.47366835,-0.16011962,2.81561063,161.3226058,0.49053252,-1.4511009,0.063537802,75.52778643,6.66825267,-5.07260919,3.881810136,95.36913278,-,4.99E-13,-1.61E-13,2.60E-12,1.52E-12,-,-0.9473367,-0.32023925,0.98106504,-2.90220179,-,-4945.355432,-3510.560502,-,0.266488844,-,-1.266488268,1.266488844,-1.266488268,5.75E-07,,
1.19,-,-0.4684207,-0.17487724,2.78428364,159.5277015,0.55988764,-1.49969753,0.201603877,83.4383898,7.20215513,-4.63794893,3.728017103,86.5574411,-,-3.59E-14,3.01E-15,-2.78E-12,-3.10E-12,-,-0.9368414,-0.34975448,1.11977528,-2.99939505,-,-5376.500001,-3819.678554,-,0.383216228,-,-1.383215653,1.383216228,-1.383215653,5.75E-07,,
1.2,-,-0.46245289,-0.1900982,2.751584024,157.6541516,0.63455307,-1.5436806,0.338027789,91.25490423,7.72927211,-4.14952296,3.553118347,76.53648052,-,1.51E-13,5.97E-16,-5.60E-14,-3.69E-13,-,-0.92490578,-0.3801964,1.26910614,-3.08736119,-,-5806.976577,-4170.137812,-,0.503608517,-,-1.503607942,1.503608517,-1.503607942,5.75E-07,,
1.21,-,-0.45571226,-0.20573365,2.717529286,155.7029588,0.71442876,-1.58250219,0.472590743,98.96479353,8.24307269,-3.60537863,3.355570639,65.21783061,-,4.43E-13,-3.67E-14,1.75E-12,2.18E-12,-,-0.91142453,-0.41146729,1.42885751,-3.16500437,-,-6231.982135,-4563.947454,-,0.627279254,-,-1.627278678,1.627279254,-1.627278678,5.75E-07,,
1.22,-,-0.4481475,-0.22172916,2.682139191,153.6752557,0.79934662,-1.61559803,0.605058685,6.554647572,8.73648763,-3.00421946,3.13386991,52.51531454,-,4.95E-13,-2.84E-14,1.53E-12,2.30E-12,-,-0.896295,-0.44345831,1.59869325,-3.23119607,-,-6646.250905,-5002.681878,-,0.753797954,-,-1.753797378,1.753797954,-1.753797378,5.75E-07,,
1.23,-,-0.43970932,-0.23802461,2.645435923,151.5723134,0.88906543,-1.64239469,0.735182808,14.01021059,9.20196567,-2.34552386,2.886571954,38.34618534,-,4.17E-13,-1.34E-14,8.98E-13,1.42E-12,-,-0.87941864,-0.47604922,1.77813086,-3.28478938,-,-7044.083074,-5487.38641,-,0.882689087,-,-1.882688512,1.882689087,-1.882688512,5.75E-07,,
1.24,-,-0.43035124,-0.25455414,2.607444222,149.3955493,0.98326633,-1.66231785,0.862700248,21.31642173,9.63155241,-1.6296621,2.612314535,22.63239275,-,4.18E-13,1.47E-14,7.30E-13,1.67E-12,-,-0.86070248,-0.50910828,1.96653267,-3.32463569,-,-7419.390188,-6018.481597,-,0.013431673,-,-2.013431098,2.013431673,-2.013431098,5.75E-07,,
1.25,-,-0.42003038,-0.27124617,2.568191526,147.1465354,1.08154935,-1.67480183,0.987335029,28.45746868,10.01699311,-0.85800742,2.309840681,5.30191751,-,4.33E-13,5.75E-14,4.91E-13,2.39E-12,-,-0.84006075,-0.54249234,2.16309869,-3.34960366,-,-7765.758759,-6595.668897,-,0.145459583,-,-2.145459007,2.145459583,-2.145459007,5.75E-07,,
1.26,-,-0.40870825,-0.28802355,2.527708089,144.8270054,1.18343095,-1.67930014,0.108799231,35.41685481,10.34985982,-0.03303656,1.97802284,86.29015566,-,2.94E-13,2.99E-14,1.74E-13,1.23E-12,-,-0.8174165,-0.57604711,2.3668619,-3.35860028,-,-8076.533116,-7217.841095,-,0.278162626,-,-2.278162051,2.278162626,-2.278162051,5.75E-07,,
1.27,-,-0.39635165,-0.30480383,2.486027103,142.4388608,1.28834311,-1.67529692,0.226794408,42.17748044,10.62170263,0.84158532,1.615887545,65.54133162,-,1.53E-13,-5.93E-14,4.85E-13,-8.04E-13,-,-0.79270329,-0.60960765,2.57668622,-3.35059384,-,-8344.917943,-7883.001224,-,0.410888524,-,-2.410887949,2.410888524,-2.410887949,5.75E-07,,
1.28,-,-0.38293345,-0.32149957,2.443184788,139.9841769,1.39563389,-1.66231918,0.341013252,48.72173817,10.82422356,1.76094093,1.222640133,43.00991464,-,1.14E-13,-1.42E-13,1.45E-12,-2.45E-12,-,-0.7658669,-0.64299914,2.79126779,-3.32463836,-,-8564.100229,-8588.19414,-,0.542945805,-,-2.54294523,2.542945805,-2.54294523,5.75E-07,,
